timestamp,acc_X,acc_Y,acc_Z
1742846635.784361,-0.18920654296875,0.46702880859375,8.490344238281251
1742846635.8724854,-0.28740234375,0.91729248046875,8.2244970703125
1742846635.9174597,0.0718505859375,0.4454736328125,7.661667480468751
1742846635.917578,0.0814306640625,-0.00239501953125,7.3814501953125005
1742846635.9193528,-0.910107421875,0.8574169921875,9.3262060546875
1742846635.919413,-0.3113525390625,0.48379394531250003,8.63883544921875
1742846635.962494,0.45026367187500005,0.28500732421875,8.025710449218751
1742846635.962589,0.296982421875,-0.011975097656250001,8.286767578125
1742846635.9643643,-0.10777587890625001,0.42391845703125003,9.1585546875
1742846636.0075064,-0.58198974609375,0.03113525390625,8.41130859375
1742846636.007595,-0.4742138671875,0.30895751953125,8.18138671875
1742846636.009386,-0.95561279296875,0.75922119140625,8.22210205078125
1742846636.0524838,-0.35685791015625,0.28500732421875,7.2185888671875
1742846636.052598,-0.229921875,0.37601806640625,7.73830810546875
1742846636.0543134,-0.354462890625,0.71611083984375,8.52866455078125
1742846636.1424408,0.25147705078125,0.06466552734375,9.00287841796875
1742846636.142553,0.055085449218750006,0.62031005859375,9.65911376953125
1742846636.1874645,0.0431103515625,1.0873388671875,9.51062255859375
1742846636.1875722,-0.852626953125,0.42152343750000004,8.1191162109375
1742846636.189366,-1.140029296875,0.55564453125,8.8759423828125
1742846636.1894264,-0.699345703125,0.64905029296875,9.00287841796875
1742846636.2325122,-0.31374755859375003,0.9436376953125001,9.912985839843751
1742846636.2326303,0.023950195312500002,1.0681787109375,9.522597656250001
1742846636.234383,0.24908203125,0.3400927734375,8.849597167968751
1742846636.2775126,-0.16046630859375,0.43349853515625003,8.27000244140625
1742846636.2776277,-0.22034179687500002,0.09340576171875001,8.183781738281251
1742846636.2793863,-0.01676513671875,0.10059082031250001,7.6975927734375
1742846636.3675203,-0.20118164062500002,0.871787109375,8.171806640625
1742846636.3676128,0.0047900390625,0.8406518554687501,7.975415039062501
1742846636.369401,-0.34248779296875004,0.3975732421875,7.90595947265625
1742846636.36946,-1.0011181640625,0.63228515625,8.8376220703125
1742846636.5024452,0.32811767578125,0.47900390625,8.782536621093751
1742846636.5025456,0.59635986328125,0.44068359375000005,8.1191162109375
1742846636.5043118,0.8190966796875,0.81191162109375,8.0520556640625
1742846636.5043616,0.354462890625,0.3305126953125,7.2090087890625005
1742846636.5474918,0.5029541015625,0.6466552734375001,8.344248046875
1742846636.5475993,1.07296875,0.775986328125,7.57065673828125
1742846636.5494013,0.8382568359375,0.641865234375,6.945556640625
1742846636.5924325,0.5029541015625,-0.25626708984375,6.2605810546875
1742846636.5925517,-0.7280859375000001,-0.009580078125,7.82452880859375
1742846636.5943124,-1.3747412109375001,0.41433837890625,9.3549462890625
1742846636.6375134,-1.599873046875,0.795146484375,11.27814697265625
1742846636.6376188,-1.2645703125,1.7555493164062501,11.05301513671875
1742846636.6825216,-0.31374755859375003,1.73638916015625,9.874665527343751
1742846636.6826136,0.77359130859375,0.8837622070312501,5.99473388671875
1742846636.7275102,0.7903564453125,0.6466552734375001,5.5564453125
1742846636.7725115,0.9723779296875,-1.16637451171875,4.8523095703125
1742846636.7726152,-1.28373046875,0.15567626953125,10.25307861328125
1742846636.7743664,-1.4609619140625,0.0335302734375,11.558364257812501
1742846636.7744386,-0.31853759765625,1.916015625,10.0638720703125
1742846636.817461,0.54366943359375,-0.07903564453125,5.355263671875
1742846636.8175678,0.26105712890625,-1.44419677734375,5.80792236328125
1742846636.819314,0.009580078125,-0.16525634765625,7.9802050781250005
1742846636.8624218,-1.3531860351562501,-0.28500732421875,12.27926513671875
1742846636.8625376,-0.95561279296875,0.45984375,11.86013671875
1742846636.864344,-1.1352392578125001,0.9268725585937501,11.563154296875
1742846636.907419,1.04662353515625,0.8837622070312501,5.154082031250001
1742846636.9075286,0.85502197265625,0.64905029296875,4.61759765625
1742846636.909354,0.7328759765625,1.1543994140625,4.93613525390625
1742846636.9524267,-0.5221142578125,-1.11847412109375,7.7742333984375005
1742846637.0424407,-1.00351318359375,0.40236328125000004,10.533295898437501
1742846637.042557,-1.56394775390625,0.36404296875000003,11.955937500000001
1742846637.0874887,-0.3975732421875,1.43701171875,10.5811962890625
1742846637.0876005,-0.5125341796875,1.6310083007812501,9.82676513671875
1742846637.0893486,-1.504072265625,0.69695068359375,11.7212255859375
1742846637.0894203,-1.67890869140625,0.37362304687500003,11.6876953125
1742846637.2674618,-0.19160156250000002,1.8106347656250001,8.62925537109375
1742846637.3574557,0.5748046875,1.1256591796875,6.744375000000001
1742846637.3575668,1.1879296875,0.75443115234375,5.580395507812501
1742846637.3593535,-0.01676513671875,-0.910107421875,6.71323974609375
1742846637.3594234,0.10538085937500001,-0.20836669921875,7.9203295898437505
1742846637.447426,0.35685791015625,0.10538085937500001,6.95274169921875
1742846637.447529,0.17244140625,-0.9460327148437501,6.86173095703125
1742846637.4493074,0.14130615234375002,-1.88009033203125,6.4138623046875
1742846637.4493604,-2.02379150390625,0.50055908203125,10.973979492187501
1742846637.4924588,0.67779052734375,1.7004638671875,8.056845703125001
1742846637.492556,1.3939013671875,0.7424560546875001,6.504873046875001
1742846637.5374248,0.8454418945312501,-0.30895751953125,6.1360400390625
1742846637.5375357,0.31374755859375003,-1.657353515625,6.09532470703125
1742846637.5824268,-0.49337402343750003,-0.5245092773437501,7.829318847656251
1742846637.5825427,-1.542392578125,0.93884765625,10.241103515625001
1742846637.5843155,-0.70174072265625,1.1639794921875,10.00399658203125
1742846637.6274614,-0.28021728515625,2.31119384765625,10.0782421875
1742846637.6275733,1.12326416015625,0.13651611328125002,6.006708984375
1742846637.6293657,0.12214599609375,-0.59635986328125,6.79946044921875
1742846637.6294339,-0.11735595703125,-1.4897021484375002,6.79946044921875
1742846637.7624757,-1.8729052734375,0.25626708984375,10.7632177734375
1742846637.762597,-1.9639160156250002,0.7831713867187501,11.4146630859375
1742846637.7643633,-1.1160791015625,1.2214599609375,10.74884765625
1742846637.7644117,-0.050295410156250005,-1.80823974609375,6.773115234375
1742846637.8075051,-1.1448193359375,1.21906494140625,10.5380859375
1742846637.8524528,-0.6825805664062501,2.09564208984375,9.82676513671875
1742846637.8525667,-0.43110351562500004,1.9854711914062502,9.036408691406251
1742846637.854366,1.02267333984375,0.5508544921875,5.6761962890625
1742846637.8544366,0.3879931640625,0.01676513671875,6.3970971679687505
1742846637.8974059,-1.06578369140625,0.050295410156250005,10.391989746093751
1742846637.897519,-1.6142431640625001,0.6514453125,11.579919433593751
1742846637.8993754,-1.6429833984375002,0.07424560546875,10.959609375000001
1742846637.9874747,-0.5269042968750001,2.50758544921875,9.096284179687501
1742846637.9875772,0.10777587890625001,1.8872753906250002,7.3814501953125005
1742846637.9893477,1.28133544921875,1.1136840820312501,5.79355224609375
1742846637.9894075,-0.20357666015625,-0.05748046875,8.018525390625001
1742846638.0774484,-1.49209716796875,0.55803955078125,11.1751611328125
1742846638.0775502,-0.8861572265625001,0.18920654296875,9.6998291015625
1742846638.0793328,-0.5508544921875,1.05620361328125,8.842412109375001
1742846638.122463,-0.03113525390625,-2.14354248046875,7.922724609375001
1742846638.1674974,-0.56282958984375,-0.5700146484375,9.501042480468751
1742846638.1675959,-1.6094531250000002,0.45744873046875,11.74278076171875
1742846638.169373,-0.15567626953125,1.23822509765625,8.97413818359375
1742846638.1694355,-0.34248779296875004,2.1124072265625,9.10107421875
1742846638.2575097,0.7520361328125,-0.124541015625,5.60195068359375
1742846638.2576108,0.1149609375,0.40475830078125,7.144343261718751
1742846638.2593865,-0.46223876953125004,-1.0538085937500001,7.7071728515625
1742846638.2594514,-1.3699511718750002,0.5652246093750001,11.12965576171875
1742846638.3025177,-0.22034179687500002,2.2656884765625,8.9286328125
1742846638.3026114,0.63947021484375,2.29921875,7.27367431640625
1742846638.3043418,1.4034814453125,1.0346484375,5.0726513671875
1742846638.3925223,-0.34727783203125,-0.65384033203125,6.844965820312501
1742846638.3926196,-0.37122802734375004,-1.84656005859375,6.9359765625000005
1742846638.394293,-0.6658154296875001,-1.0538085937500001,8.689130859375
1742846638.3943512,-1.42024658203125,1.06578369140625,12.02060302734375
1742846638.4375236,1.37713623046875,0.76880126953125,4.69184326171875
1742846638.4376237,1.0753637695312501,-0.5843847656250001,4.09787841796875
1742846638.4394395,-0.06466552734375,-1.35797607421875,5.06546630859375
1742846638.5274606,-1.1352392578125001,-0.4071533203125,9.553732910156251
1742846638.5724964,-1.7292041015625002,0.050295410156250005,11.596684570312501
1742846638.5725844,-1.77470947265625,0.9005273437500001,12.63372802734375
1742846638.574333,0.4454736328125,-1.619033203125,4.5601171875
1742846638.574399,-0.24189697265625001,-1.197509765625,6.28213623046875
