pb_1,pb_2,pb_3,v_1,v_2,v_3
0.38663,0.0075445,0.49682,7.0443e-05,3.0664e-06,6.2186e-05
0.38663,0.0075445,0.49682,7.1563e-05,3.001e-06,6.3489e-05
0.38663,0.0075445,0.49682,7.2672e-05,2.9353e-06,6.4781e-05
0.38663,0.0075445,0.49682,7.3768e-05,2.8693e-06,6.6062e-05
0.38663,0.0075445,0.49682,7.4851e-05,2.8029e-06,6.7331e-05
0.38663,0.0075445,0.49682,7.5922e-05,2.7362e-06,6.8588e-05
0.38663,0.0075445,0.49682,7.698e-05,2.6692e-06,6.9834e-05
0.38663,0.0075445,0.49682,7.8025e-05,2.602e-06,7.1067e-05
0.38663,0.0075445,0.49682,7.9058e-05,2.5344e-06,7.2288e-05
0.38663,0.0075445,0.49682,8.0077e-05,2.4665e-06,7.3497e-05
0.38663,0.0075445,0.49682,8.1083e-05,2.3984e-06,7.4693e-05
0.38663,0.0075445,0.49682,8.2075e-05,2.33e-06,7.5876e-05
0.38663,0.0075445,0.49682,8.3054e-05,2.2614e-06,7.7046e-05
0.38663,0.0075445,0.49682,8.4019e-05,2.1925e-06,7.8204e-05
0.38663,0.0075445,0.49682,8.4971e-05,2.1234e-06,7.9348e-05
0.38663,0.0075445,0.49682,8.5908e-05,2.0541e-06,8.0479e-05
0.38663,0.0075445,0.49682,8.6832e-05,1.9846e-06,8.1596e-05
0.38663,0.0075445,0.49682,8.7741e-05,1.9149e-06,8.27e-05
0.38663,0.0075445,0.49682,8.8636e-05,1.845e-06,8.379e-05
0.38663,0.0075445,0.49682,8.9517e-05,1.775e-06,8.4866e-05
0.38663,0.0075445,0.49682,9.0384e-05,1.7048e-06,8.5928e-05
0.38663,0.0075445,0.49682,9.1235e-05,1.6344e-06,8.6976e-05
0.38663,0.0075446,0.49682,9.2072e-05,1.5639e-06,8.8009e-05
0.38663,0.0075446,0.49682,9.2895e-05,1.4933e-06,8.9028e-05
0.38663,0.0075446,0.49682,9.3702e-05,1.4225e-06,9.0032e-05
0.38663,0.0075446,0.49682,9.4495e-05,1.3516e-06,9.1022e-05
0.38663,0.0075446,0.49682,9.5272e-05,1.2807e-06,9.1997e-05
0.38663,0.0075446,0.49682,9.6034e-05,1.2096e-06,9.2956e-05
0.38663,0.0075446,0.49682,9.6781e-05,1.1385e-06,9.3901e-05
0.38663,0.0075446,0.49682,9.7513e-05,1.0673e-06,9.4831e-05
0.38663,0.0075446,0.49683,9.8229e-05,9.9604e-07,9.5745e-05
0.38663,0.0075446,0.49683,9.8929e-05,9.2475e-07,9.6643e-05
0.38663,0.0075446,0.49683,9.9614e-05,8.5342e-07,9.7527e-05
0.38663,0.0075446,0.49683,0.00010028,7.8206e-07,9.8394e-05
0.38663,0.0075446,0.49683,0.00010094,7.107e-07,9.9246e-05
0.38663,0.0075446,0.49683,0.00010157,6.3933e-07,0.00010008
0.38663,0.0075446,0.49683,0.0001022,5.6797e-07,0.0001009
0.38663,0.0075446,0.49683,0.0001028,4.9663e-07,0.00010171
0.38663,0.0075446,0.49683,0.00010339,4.2531e-07,0.00010249
0.38663,0.0075446,0.49683,0.00010397,3.5404e-07,0.00010326
0.38663,0.0075446,0.49683,0.00010452,2.8281e-07,0.00010402
0.38663,0.0075446,0.49683,0.00010506,2.1165e-07,0.00010476
0.38664,0.0075446,0.49683,0.00010559,1.4055e-07,0.00010548
0.38664,0.0075446,0.49683,0.0001061,6.954e-08,0.00010619
0.38664,0.0075446,0.49683,0.00010659,-1.3815e-09,0.00010688
0.38664,0.0075446,0.49683,0.00010707,-7.2201e-08,0.00010755
0.38664,0.0075446,0.49683,0.00010753,-1.4291e-07,0.0001082
0.38664,0.0075446,0.49683,0.00010797,-2.1349e-07,0.00010884
0.38664,0.0075446,0.49683,0.0001084,-2.8395e-07,0.00010946
0.38664,0.0075446,0.49683,0.0001088,-3.5426e-07,0.00011007
0.38664,0.0075446,0.49683,0.0001092,-4.2442e-07,0.00011065
0.38664,0.0075446,0.49683,0.00010957,-4.9441e-07,0.00011122
0.38664,0.0075446,0.49683,0.00010993,-5.6423e-07,0.00011178
0.38664,0.0075446,0.49683,0.00011028,-6.3387e-07,0.00011231
0.38664,0.0075446,0.49683,0.0001106,-7.0331e-07,0.00011283
0.38664,0.0075446,0.49683,0.00011091,-7.7255e-07,0.00011333
0.38664,0.0075446,0.49683,0.00011121,-8.4158e-07,0.00011381
0.38664,0.0075446,0.49683,0.00011148,-9.1039e-07,0.00011428
0.38664,0.0075446,0.49683,0.00011174,-9.7896e-07,0.00011473
0.38664,0.0075446,0.49683,0.00011198,-1.0473e-06,0.00011516
0.38664,0.0075446,0.49683,0.00011221,-1.1154e-06,0.00011557
0.38664,0.0075446,0.49683,0.00011242,-1.1832e-06,0.00011597
0.38664,0.0075446,0.49683,0.00011261,-1.2507e-06,0.00011635
0.38664,0.0075446,0.49683,0.00011278,-1.318e-06,0.00011671
0.38664,0.0075446,0.49683,0.00011294,-1.385e-06,0.00011705
0.38664,0.0075446,0.49683,0.00011308,-1.4516e-06,0.00011737
0.38664,0.0075446,0.49683,0.0001132,-1.518e-06,0.00011768
0.38664,0.0075446,0.49683,0.00011331,-1.584e-06,0.00011797
0.38664,0.0075445,0.49683,0.0001134,-1.6498e-06,0.00011824
0.38664,0.0075445,0.49683,0.00011347,-1.7151e-06,0.00011849
0.38664,0.0075445,0.49683,0.00011353,-1.7802e-06,0.00011873
0.38664,0.0075445,0.49683,0.00011357,-1.8448e-06,0.00011895
0.38664,0.0075445,0.49683,0.00011359,-1.9091e-06,0.00011915
0.38664,0.0075445,0.49683,0.0001136,-1.9731e-06,0.00011933
0.38664,0.0075445,0.49683,0.00011359,-2.0366e-06,0.00011949
0.38664,0.0075445,0.49683,0.00011356,-2.0998e-06,0.00011964
0.38664,0.0075445,0.49683,0.00011352,-2.1626e-06,0.00011977
0.38664,0.0075445,0.49683,0.00011345,-2.2249e-06,0.00011988
0.38664,0.0075445,0.49683,0.00011338,-2.2868e-06,0.00011997
0.38664,0.0075445,0.49683,0.00011328,-2.3483e-06,0.00012005
0.38664,0.0075445,0.49683,0.00011317,-2.4094e-06,0.0001201
0.38664,0.0075445,0.49683,0.00011304,-2.4701e-06,0.00012014
0.38664,0.0075445,0.49683,0.0001129,-2.5302e-06,0.00012016
0.38664,0.0075445,0.49683,0.00011274,-2.59e-06,0.00012017
0.38664,0.0075445,0.49683,0.00011256,-2.6492e-06,0.00012015
0.38664,0.0075445,0.49683,0.00011237,-2.708e-06,0.00012012
0.38664,0.0075445,0.49683,0.00011216,-2.7663e-06,0.00012007
0.38664,0.0075445,0.49683,0.00011193,-2.8241e-06,0.00012
0.38664,0.0075445,0.49683,0.00011169,-2.8814e-06,0.00011992
0.38664,0.0075445,0.49683,0.00011143,-2.9382e-06,0.00011982
0.38664,0.0075445,0.49683,0.00011116,-2.9944e-06,0.0001197
0.38664,0.0075445,0.49683,0.00011087,-3.0502e-06,0.00011956
0.38664,0.0075445,0.49683,0.00011056,-3.1054e-06,0.00011941
0.38664,0.0075445,0.49683,0.00011024,-3.1601e-06,0.00011923
0.38664,0.0075445,0.49683,0.0001099,-3.2143e-06,0.00011904
0.38664,0.0075445,0.49683,0.00010955,-3.2679e-06,0.00011884
0.38664,0.0075445,0.49683,0.00010918,-3.3209e-06,0.00011861
0.38664,0.0075445,0.49683,0.0001088,-3.3734e-06,0.00011837
0.38664,0.0075445,0.49683,0.0001084,-3.4253e-06,0.00011811
0.38664,0.0075445,0.49683,0.00010798,-3.4766e-06,0.00011784
0.38664,0.0075445,0.49683,0.00010755,-3.5273e-06,0.00011754
0.38664,0.0075445,0.49683,0.0001071,-3.5774e-06,0.00011724
0.38664,0.0075445,0.49683,0.00010664,-3.627e-06,0.00011691
0.38664,0.0075445,0.49683,0.00010617,-3.6759e-06,0.00011657
0.38664,0.0075445,0.49683,0.00010567,-3.7242e-06,0.00011621
0.38664,0.0075444,0.49683,0.00010517,-3.7719e-06,0.00011583
0.38664,0.0075444,0.49683,0.00010465,-3.819e-06,0.00011544
0.38664,0.0075444,0.49683,0.00010411,-3.8654e-06,0.00011503
0.38664,0.0075444,0.49683,0.00010356,-3.9112e-06,0.0001146
0.38664,0.0075444,0.49683,0.000103,-3.9564e-06,0.00011416
0.38664,0.0075444,0.49683,0.00010242,-4.0009e-06,0.0001137
0.38664,0.0075444,0.49683,0.00010182,-4.0448e-06,0.00011323
0.38664,0.0075444,0.49683,0.00010121,-4.088e-06,0.00011274
0.38664,0.0075444,0.49683,0.00010059,-4.1305e-06,0.00011223
0.38664,0.0075444,0.49683,9.9957e-05,-4.1724e-06,0.00011171
0.38664,0.0075444,0.49683,9.9307e-05,-4.2136e-06,0.00011117
0.38664,0.0075444,0.49683,9.8644e-05,-4.2541e-06,0.00011062
0.38664,0.0075444,0.49683,9.7967e-05,-4.2939e-06,0.00011005
0.38664,0.0075444,0.49684,9.7277e-05,-4.333e-06,0.00010946
0.38664,0.0075444,0.49684,9.6573e-05,-4.3715e-06,0.00010886
0.38664,0.0075444,0.49684,9.5856e-05,-4.4092e-06,0.00010825
0.38664,0.0075444,0.49684,9.5125e-05,-4.4462e-06,0.00010762
0.38664,0.0075444,0.49684,9.4382e-05,-4.4826e-06,0.00010697
0.38664,0.0075444,0.49684,9.3626e-05,-4.5182e-06,0.00010631
0.38664,0.0075444,0.49684,9.2857e-05,-4.5531e-06,0.00010564
0.38664,0.0075444,0.49684,9.2076e-05,-4.5872e-06,0.00010495
0.38664,0.0075444,0.49684,9.1282e-05,-4.6207e-06,0.00010424
0.38664,0.0075444,0.49684,9.0476e-05,-4.6534e-06,0.00010353
0.38664,0.0075443,0.49684,8.9657e-05,-4.6854e-06,0.00010279
0.38664,0.0075443,0.49684,8.8827e-05,-4.7166e-06,0.00010205
0.38664,0.0075443,0.49684,8.7984e-05,-4.7471e-06,0.00010129
0.38664,0.0075443,0.49684,8.713e-05,-4.7769e-06,0.00010051
0.38664,0.0075443,0.49684,8.6264e-05,-4.8059e-06,9.9723e-05
0.38664,0.0075443,0.49684,8.5387e-05,-4.8341e-06,9.8922e-05
0.38664,0.0075443,0.49684,8.4498e-05,-4.8617e-06,9.8106e-05
0.38664,0.0075443,0.49684,8.3599e-05,-4.8884e-06,9.7278e-05
0.38664,0.0075443,0.49684,8.2688e-05,-4.9144e-06,9.6436e-05
0.38665,0.0075443,0.49684,8.1766e-05,-4.9396e-06,9.5581e-05
0.38665,0.0075443,0.49684,8.0833e-05,-4.9641e-06,9.4714e-05
0.38665,0.0075443,0.49684,7.989e-05,-4.9878e-06,9.3833e-05
0.38665,0.0075443,0.49684,7.8937e-05,-5.0107e-06,9.294e-05
0.38665,0.0075443,0.49684,7.7973e-05,-5.0329e-06,9.2035e-05
0.38665,0.0075443,0.49684,7.6999e-05,-5.0542e-06,9.1117e-05
0.38665,0.0075443,0.49684,7.6015e-05,-5.0748e-06,9.0187e-05
0.38665,0.0075443,0.49684,7.5021e-05,-5.0947e-06,8.9246e-05
0.38665,0.0075443,0.49684,7.4018e-05,-5.1137e-06,8.8292e-05
0.38665,0.0075443,0.49684,7.3005e-05,-5.132e-06,8.7327e-05
0.38665,0.0075443,0.49684,7.1982e-05,-5.1494e-06,8.635e-05
0.38665,0.0075442,0.49684,7.0951e-05,-5.1661e-06,8.5362e-05
0.38665,0.0075442,0.49684,6.9911e-05,-5.182e-06,8.4362e-05
0.38665,0.0075442,0.49684,6.8861e-05,-5.1972e-06,8.3352e-05
0.38665,0.0075442,0.49684,6.7804e-05,-5.2115e-06,8.2331e-05
0.38665,0.0075442,0.49684,6.6737e-05,-5.225e-06,8.1299e-05
0.38665,0.0075442,0.49684,6.5663e-05,-5.2378e-06,8.0256e-05
0.38665,0.0075442,0.49684,6.458e-05,-5.2497e-06,7.9204e-05
0.38665,0.0075442,0.49684,6.3489e-05,-5.2609e-06,7.8141e-05
0.38665,0.0075442,0.49684,6.239e-05,-5.2713e-06,7.7068e-05
0.38665,0.0075442,0.49684,6.1284e-05,-5.2809e-06,7.5985e-05
0.38665,0.0075442,0.49684,6.017e-05,-5.2896e-06,7.4893e-05
0.38665,0.0075442,0.49684,5.9049e-05,-5.2976e-06,7.3791e-05
0.38665,0.0075442,0.49684,5.7921e-05,-5.3048e-06,7.2679e-05
0.38665,0.0075442,0.49684,5.6786e-05,-5.3112e-06,7.1559e-05
0.38665,0.0075442,0.49684,5.5644e-05,-5.3169e-06,7.043e-05
0.38665,0.0075442,0.49684,5.4496e-05,-5.3217e-06,6.9292e-05
0.38665,0.0075442,0.49684,5.3341e-05,-5.3257e-06,6.8145e-05
0.38665,0.0075442,0.49684,5.218e-05,-5.329e-06,6.699e-05
0.38665,0.0075442,0.49684,5.1013e-05,-5.3314e-06,6.5826e-05
0.38665,0.0075441,0.49684,4.984e-05,-5.3331e-06,6.4655e-05
0.38665,0.0075441,0.49684,4.8662e-05,-5.3339e-06,6.3476e-05
0.38665,0.0075441,0.49684,4.7478e-05,-5.334e-06,6.2289e-05
0.38665,0.0075441,0.49684,4.6288e-05,-5.3333e-06,6.1094e-05
0.38665,0.0075441,0.49684,4.5094e-05,-5.3318e-06,5.9893e-05
0.38665,0.0075441,0.49684,4.3894e-05,-5.3295e-06,5.8684e-05
0.38665,0.0075441,0.49684,4.269e-05,-5.3265e-06,5.7468e-05
0.38665,0.0075441,0.49684,4.1481e-05,-5.3226e-06,5.6245e-05
0.38665,0.0075441,0.49684,4.0268e-05,-5.318e-06,5.5016e-05
0.38665,0.0075441,0.49684,3.9051e-05,-5.3126e-06,5.3781e-05
0.38665,0.0075441,0.49684,3.7829e-05,-5.3064e-06,5.2539e-05
0.38665,0.0075441,0.49684,3.6604e-05,-5.2995e-06,5.1292e-05
0.38665,0.0075441,0.49684,3.5375e-05,-5.2918e-06,5.0038e-05
0.38665,0.0075441,0.49684,3.4143e-05,-5.2833e-06,4.8779e-05
0.38665,0.0075441,0.49684,3.2907e-05,-5.274e-06,4.7515e-05
0.38665,0.0075441,0.49684,3.1669e-05,-5.264e-06,4.6245e-05
0.38665,0.0075441,0.49684,3.0427e-05,-5.2532e-06,4.4971e-05
0.38665,0.0075441,0.49684,2.9183e-05,-5.2416e-06,4.3691e-05
0.38665,0.0075441,0.49684,2.7936e-05,-5.2293e-06,4.2407e-05
0.38665,0.007544,0.49684,2.6687e-05,-5.2163e-06,4.1119e-05
0.38665,0.007544,0.49684,2.5435e-05,-5.2025e-06,3.9826e-05
0.38665,0.007544,0.49684,2.4182e-05,-5.1879e-06,3.853e-05
0.38665,0.007544,0.49684,2.2927e-05,-5.1726e-06,3.7229e-05
0.38665,0.007544,0.49684,2.167e-05,-5.1566e-06,3.5925e-05
0.38665,0.007544,0.49684,2.0412e-05,-5.1398e-06,3.4617e-05
0.38665,0.007544,0.49684,1.9153e-05,-5.1223e-06,3.3307e-05
0.38665,0.007544,0.49684,1.7893e-05,-5.104e-06,3.1993e-05
0.38665,0.007544,0.49684,1.6632e-05,-5.085e-06,3.0676e-05
0.38665,0.007544,0.49684,1.537e-05,-5.0653e-06,2.9357e-05
0.38665,0.007544,0.49684,1.4108e-05,-5.0449e-06,2.8035e-05
0.38665,0.007544,0.49684,1.2845e-05,-5.0238e-06,2.6711e-05
0.38665,0.007544,0.49684,1.1582e-05,-5.0019e-06,2.5385e-05
0.38665,0.007544,0.49684,1.032e-05,-4.9794e-06,2.4057e-05
0.38665,0.007544,0.49684,9.0578e-06,-4.9561e-06,2.2727e-05
0.38665,0.007544,0.49684,7.796e-06,-4.9322e-06,2.1396e-05
0.38665,0.007544,0.49684,6.5349e-06,-4.9075e-06,2.0064e-05
0.38665,0.007544,0.49684,5.2747e-06,-4.8822e-06,1.8731e-05
0.38665,0.007544,0.49684,4.0155e-06,-4.8562e-06,1.7397e-05
0.38665,0.007544,0.49684,2.7575e-06,-4.8295e-06,1.6062e-05
0.38665,0.0075439,0.49684,1.5008e-06,-4.8021e-06,1.4726e-05
0.38665,0.0075439,0.49684,2.458e-07,-4.7741e-06,1.3391e-05
0.38665,0.0075439,0.49684,-1.0075e-06,-4.7454e-06,1.2055e-05
0.38665,0.0075439,0.49684,-2.2588e-06,-4.716e-06,1.072e-05
0.38665,0.0075439,0.49684,-3.508e-06,-4.686e-06,9.3847e-06
0.38665,0.0075439,0.49684,-4.7549e-06,-4.6553e-06,8.0501e-06
0.38665,0.0075439,0.49684,-5.9994e-06,-4.624e-06,6.7161e-06
0.38665,0.0075439,0.49684,-7.2411e-06,-4.5921e-06,5.3832e-06
0.38665,0.0075439,0.49684,-8.48e-06,-4.5595e-06,4.0513e-06
0.38665,0.0075439,0.49684,-9.7159e-06,-4.5263e-06,2.7207e-06
0.38665,0.0075439,0.49684,-1.0949e-05,-4.4925e-06,1.3917e-06
0.38665,0.0075439,0.49684,-1.2178e-05,-4.458e-06,6.4307e-08
0.38665,0.0075439,0.49684,-1.3404e-05,-4.423e-06,-1.2612e-06
0.38665,0.0075439,0.49684,-1.4626e-05,-4.3873e-06,-2.5846e-06
0.38665,0.0075439,0.49684,-1.5844e-05,-4.3511e-06,-3.9057e-06
0.38665,0.0075439,0.49684,-1.7058e-05,-4.3142e-06,-5.2243e-06
0.38665,0.0075439,0.49684,-1.8268e-05,-4.2768e-06,-6.5403e-06
0.38665,0.0075439,0.49684,-1.9473e-05,-4.2388e-06,-7.8534e-06
0.38665,0.0075439,0.49684,-2.0674e-05,-4.2002e-06,-9.1635e-06
0.38665,0.0075439,0.49684,-2.187e-05,-4.1611e-06,-1.047e-05
0.38665,0.0075439,0.49684,-2.3061e-05,-4.1214e-06,-1.1774e-05
0.38665,0.0075439,0.49684,-2.4247e-05,-4.0811e-06,-1.3074e-05
0.38665,0.0075439,0.49684,-2.5427e-05,-4.0404e-06,-1.437e-05
0.38665,0.0075438,0.49684,-2.6602e-05,-3.999e-06,-1.5662e-05
0.38665,0.0075438,0.49684,-2.7772e-05,-3.9572e-06,-1.695e-05
0.38665,0.0075438,0.49684,-2.8936e-05,-3.9148e-06,-1.8233e-05
0.38665,0.0075438,0.49684,-3.0094e-05,-3.8719e-06,-1.9512e-05
0.38665,0.0075438,0.49684,-3.1245e-05,-3.8285e-06,-2.0787e-05
0.38665,0.0075438,0.49684,-3.2391e-05,-3.7846e-06,-2.2056e-05
0.38665,0.0075438,0.49684,-3.353e-05,-3.7402e-06,-2.3321e-05
0.38665,0.0075438,0.49684,-3.4663e-05,-3.6953e-06,-2.458e-05
0.38665,0.0075438,0.49684,-3.5788e-05,-3.6499e-06,-2.5833e-05
0.38665,0.0075438,0.49684,-3.6907e-05,-3.604e-06,-2.7081e-05
0.38665,0.0075438,0.49684,-3.8019e-05,-3.5577e-06,-2.8324e-05
0.38665,0.0075438,0.49684,-3.9124e-05,-3.5109e-06,-2.956e-05
0.38665,0.0075438,0.49684,-4.0221e-05,-3.4637e-06,-3.079e-05
0.38665,0.0075438,0.49684,-4.1311e-05,-3.416e-06,-3.2014e-05
0.38665,0.0075438,0.49684,-4.2393e-05,-3.3679e-06,-3.3232e-05
0.38665,0.0075438,0.49684,-4.3467e-05,-3.3194e-06,-3.4442e-05
0.38665,0.0075438,0.49684,-4.4534e-05,-3.2704e-06,-3.5646e-05
0.38665,0.0075438,0.49684,-4.5592e-05,-3.2211e-06,-3.6843e-05
0.38665,0.0075438,0.49684,-4.6642e-05,-3.1713e-06,-3.8033e-05
0.38665,0.0075438,0.49684,-4.7684e-05,-3.1211e-06,-3.9216e-05
0.38665,0.0075438,0.49684,-4.8717e-05,-3.0706e-06,-4.0391e-05
0.38665,0.0075438,0.49684,-4.9741e-05,-3.0196e-06,-4.1558e-05
0.38665,0.0075438,0.49684,-5.0757e-05,-2.9683e-06,-4.2718e-05
0.38665,0.0075438,0.49684,-5.1764e-05,-2.9166e-06,-4.3869e-05
0.38665,0.0075438,0.49684,-5.2761e-05,-2.8646e-06,-4.5013e-05
0.38665,0.0075438,0.49684,-5.375e-05,-2.8122e-06,-4.6148e-05
0.38665,0.0075438,0.49684,-5.4729e-05,-2.7595e-06,-4.7275e-05
0.38665,0.0075438,0.49684,-5.5698e-05,-2.7064e-06,-4.8393e-05
0.38665,0.0075438,0.49684,-5.6658e-05,-2.6531e-06,-4.9503e-05
0.38665,0.0075437,0.49684,-5.7608e-05,-2.5994e-06,-5.0603e-05
0.38665,0.0075437,0.49684,-5.8549e-05,-2.5454e-06,-5.1695e-05
0.38665,0.0075437,0.49684,-5.9479e-05,-2.4911e-06,-5.2777e-05
0.38665,0.0075437,0.49684,-6.0399e-05,-2.4365e-06,-5.385e-05
0.38665,0.0075437,0.49684,-6.1309e-05,-2.3816e-06,-5.4914e-05
0.38665,0.0075437,0.49684,-6.2209e-05,-2.3265e-06,-5.5967e-05
0.38665,0.0075437,0.49684,-6.3098e-05,-2.2711e-06,-5.7012e-05
0.38665,0.0075437,0.49684,-6.3977e-05,-2.2154e-06,-5.8046e-05
0.38665,0.0075437,0.49684,-6.4845e-05,-2.1595e-06,-5.907e-05
0.38665,0.0075437,0.49684,-6.5702e-05,-2.1034e-06,-6.0084e-05
0.38665,0.0075437,0.49684,-6.6548e-05,-2.047e-06,-6.1088e-05
0.38665,0.0075437,0.49684,-6.7384e-05,-1.9904e-06,-6.2081e-05
0.38665,0.0075437,0.49684,-6.8208e-05,-1.9336e-06,-6.3063e-05
0.38665,0.0075437,0.49684,-6.902e-05,-1.8766e-06,-6.4035e-05
0.38665,0.0075437,0.49684,-6.9822e-05,-1.8193e-06,-6.4996e-05
0.38665,0.0075437,0.49684,-7.0612e-05,-1.7619e-06,-6.5946e-05
0.38665,0.0075437,0.49684,-7.139e-05,-1.7044e-06,-6.6885e-05
0.38665,0.0075437,0.49684,-7.2157e-05,-1.6466e-06,-6.7813e-05
0.38665,0.0075437,0.49684,-7.2912e-05,-1.5887e-06,-6.873e-05
0.38665,0.0075437,0.49684,-7.3655e-05,-1.5307e-06,-6.9635e-05
0.38665,0.0075437,0.49684,-7.4387e-05,-1.4725e-06,-7.0528e-05
0.38665,0.0075437,0.49684,-7.5106e-05,-1.4141e-06,-7.141e-05
0.38665,0.0075437,0.49684,-7.5813e-05,-1.3557e-06,-7.228e-05
0.38664,0.0075437,0.49684,-7.6508e-05,-1.2971e-06,-7.3138e-05
0.38664,0.0075437,0.49684,-7.719e-05,-1.2384e-06,-7.3984e-05
0.38664,0.0075437,0.49684,-7.7861e-05,-1.1796e-06,-7.4818e-05
0.38664,0.0075437,0.49684,-7.8519e-05,-1.1208e-06,-7.5639e-05
0.38664,0.0075437,0.49684,-7.9164e-05,-1.0618e-06,-7.6449e-05
0.38664,0.0075437,0.49684,-7.9797e-05,-1.0028e-06,-7.7246e-05
0.38664,0.0075437,0.49684,-8.0417e-05,-9.4371e-07,-7.803e-05
0.38664,0.0075437,0.49684,-8.1024e-05,-8.8456e-07,-7.8802e-05
0.38664,0.0075437,0.49684,-8.1618e-05,-8.2537e-07,-7.9561e-05
0.38664,0.0075437,0.49684,-8.22e-05,-7.6615e-07,-8.0307e-05
0.38664,0.0075437,0.49684,-8.2768e-05,-7.069e-07,-8.104e-05
0.38664,0.0075437,0.49684,-8.3324e-05,-6.4762e-07,-8.176e-05
0.38664,0.0075437,0.49684,-8.3866e-05,-5.8834e-07,-8.2467e-05
0.38664,0.0075437,0.49684,-8.4396e-05,-5.2905e-07,-8.3161e-05
0.38664,0.0075437,0.49684,-8.4912e-05,-4.6977e-07,-8.3842e-05
0.38664,0.0075437,0.49684,-8.5415e-05,-4.1051e-07,-8.4509e-05
0.38664,0.0075437,0.49684,-8.5904e-05,-3.5127e-07,-8.5163e-05
0.38664,0.0075437,0.49684,-8.638e-05,-2.9206e-07,-8.5803e-05
0.38664,0.0075437,0.49684,-8.6843e-05,-2.329e-07,-8.643e-05
0.38664,0.0075437,0.49684,-8.7292e-05,-1.7379e-07,-8.7043e-05
0.38664,0.0075437,0.49684,-8.7728e-05,-1.1473e-07,-8.7643e-05
0.38664,0.0075437,0.49684,-8.815e-05,-5.5743e-08,-8.8228e-05
0.38664,0.0075437,0.49684,-8.8558e-05,3.1684e-09,-8.88e-05
0.38664,0.0075437,0.49684,-8.8953e-05,6.1995e-08,-8.9358e-05
0.38664,0.0075437,0.49684,-8.9334e-05,1.2073e-07,-8.9902e-05
0.38664,0.0075437,0.49684,-8.9702e-05,1.7936e-07,-9.0432e-05
0.38664,0.0075437,0.49684,-9.0055e-05,2.3788e-07,-9.0947e-05
0.38664,0.0075437,0.49684,-9.0395e-05,2.9628e-07,-9.1449e-05
0.38664,0.0075437,0.49684,-9.0721e-05,3.5456e-07,-9.1936e-05
0.38664,0.0075437,0.49684,-9.1033e-05,4.127e-07,-9.2409e-05
0.38664,0.0075437,0.49684,-9.1332e-05,4.7069e-07,-9.2868e-05
0.38664,0.0075437,0.49684,-9.1616e-05,5.2853e-07,-9.3312e-05
0.38664,0.0075437,0.49684,-9.1887e-05,5.8622e-07,-9.3742e-05
0.38664,0.0075437,0.49684,-9.2143e-05,6.4373e-07,-9.4158e-05
0.38664,0.0075437,0.49684,-9.2386e-05,7.0106e-07,-9.4559e-05
0.38664,0.0075437,0.49684,-9.2614e-05,7.5821e-07,-9.4946e-05
0.38664,0.0075437,0.49684,-9.2829e-05,8.1517e-07,-9.5318e-05
0.38664,0.0075437,0.49684,-9.3029e-05,8.7192e-07,-9.5675e-05
0.38664,0.0075437,0.49684,-9.3216e-05,9.2847e-07,-9.6018e-05
0.38664,0.0075437,0.49684,-9.3389e-05,9.8479e-07,-9.6346e-05
0.38664,0.0075437,0.49684,-9.3547e-05,1.0409e-06,-9.6659e-05
0.38664,0.0075437,0.49684,-9.3691e-05,1.0968e-06,-9.6958e-05
0.38664,0.0075437,0.49683,-9.3822e-05,1.1524e-06,-9.7242e-05
0.38664,0.0075437,0.49683,-9.3938e-05,1.2078e-06,-9.7511e-05
0.38664,0.0075437,0.49683,-9.4041e-05,1.2629e-06,-9.7765e-05
0.38664,0.0075437,0.49683,-9.4129e-05,1.3177e-06,-9.8005e-05
0.38664,0.0075437,0.49683,-9.4203e-05,1.3723e-06,-9.823e-05
0.38664,0.0075437,0.49683,-9.4264e-05,1.4266e-06,-9.844e-05
0.38664,0.0075437,0.49683,-9.431e-05,1.4806e-06,-9.8635e-05
0.38664,0.0075437,0.49683,-9.4342e-05,1.5343e-06,-9.8815e-05
0.38664,0.0075437,0.49683,-9.4361e-05,1.5877e-06,-9.8981e-05
0.38664,0.0075437,0.49683,-9.4365e-05,1.6408e-06,-9.9131e-05
0.38664,0.0075437,0.49683,-9.4356e-05,1.6936e-06,-9.9267e-05
0.38664,0.0075437,0.49683,-9.4332e-05,1.7461e-06,-9.9388e-05
0.38664,0.0075437,0.49683,-9.4295e-05,1.7982e-06,-9.9494e-05
0.38664,0.0075437,0.49683,-9.4244e-05,1.85e-06,-9.9585e-05
0.38664,0.0075437,0.49683,-9.4179e-05,1.9014e-06,-9.9662e-05
0.38664,0.0075437,0.49683,-9.41e-05,1.9525e-06,-9.9723e-05
0.38664,0.0075437,0.49683,-9.4007e-05,2.0032e-06,-9.977e-05
0.38664,0.0075437,0.49683,-9.3901e-05,2.0536e-06,-9.9802e-05
0.38664,0.0075437,0.49683,-9.3781e-05,2.1036e-06,-9.982e-05
0.38664,0.0075437,0.49683,-9.3647e-05,2.1532e-06,-9.9822e-05
0.38664,0.0075437,0.49683,-9.35e-05,2.2024e-06,-9.981e-05
0.38664,0.0075437,0.49683,-9.3339e-05,2.2512e-06,-9.9783e-05
0.38664,0.0075437,0.49683,-9.3165e-05,2.2996e-06,-9.9741e-05
0.38664,0.0075437,0.49683,-9.2977e-05,2.3476e-06,-9.9685e-05
