pb_1,pb_2,pb_3,v_1,v_2,v_3
0.38294,0.0076598,0.49281,0.013636,0.001766,0.0088093
0.38296,0.0076616,0.49282,0.014161,0.0017462,0.00939
0.38297,0.0076633,0.49283,0.014683,0.0017263,0.0099684
0.38299,0.007665,0.49284,0.015202,0.0017061,0.010545
0.383,0.0076667,0.49285,0.015718,0.0016857,0.011118
0.38302,0.0076684,0.49286,0.016231,0.001665,0.01169
0.38303,0.0076701,0.49287,0.016741,0.0016442,0.012258
0.38305,0.0076717,0.49288,0.017248,0.0016231,0.012825
0.38307,0.0076733,0.4929,0.017752,0.0016018,0.013388
0.38309,0.0076749,0.49291,0.018252,0.0015803,0.013949
0.38311,0.0076765,0.49292,0.018749,0.0015587,0.014506
0.38312,0.007678,0.49294,0.019242,0.0015368,0.015061
0.38314,0.0076796,0.49295,0.019732,0.0015147,0.015613
0.38316,0.0076811,0.49297,0.020218,0.0014924,0.016162
0.38318,0.0076825,0.49299,0.0207,0.00147,0.016707
0.38321,0.007684,0.493,0.021179,0.0014473,0.01725
0.38323,0.0076854,0.49302,0.021654,0.0014245,0.017789
0.38325,0.0076868,0.49304,0.022125,0.0014015,0.018324
0.38327,0.0076882,0.49306,0.022592,0.0013783,0.018856
0.38329,0.0076896,0.49308,0.023055,0.001355,0.019385
0.38332,0.0076909,0.4931,0.023514,0.0013315,0.01991
0.38334,0.0076923,0.49312,0.023969,0.0013078,0.020431
0.38337,0.0076936,0.49314,0.02442,0.0012839,0.020949
0.38339,0.0076948,0.49316,0.024866,0.00126,0.021462
0.38341,0.0076961,0.49318,0.025308,0.0012358,0.021972
0.38344,0.0076973,0.4932,0.025746,0.0012115,0.022478
0.38347,0.0076985,0.49323,0.026179,0.0011871,0.02298
0.38349,0.0076997,0.49325,0.026608,0.0011625,0.023478
0.38352,0.0077008,0.49327,0.027033,0.0011378,0.023971
0.38355,0.007702,0.4933,0.027452,0.001113,0.02446
0.38357,0.0077031,0.49332,0.027867,0.001088,0.024945
0.3836,0.0077041,0.49335,0.028278,0.0010629,0.025426
0.38363,0.0077052,0.49337,0.028683,0.0010377,0.025902
0.38366,0.0077062,0.4934,0.029084,0.0010123,0.026373
0.38369,0.0077072,0.49342,0.02948,0.00098689,0.026841
0.38372,0.0077082,0.49345,0.029871,0.00096133,0.027303
0.38375,0.0077091,0.49348,0.030257,0.00093567,0.027761
0.38378,0.00771,0.49351,0.030638,0.0009099,0.028214
0.38381,0.0077109,0.49354,0.031014,0.00088404,0.028662
0.38384,0.0077118,0.49356,0.031385,0.00085809,0.029105
0.38387,0.0077127,0.49359,0.031751,0.00083205,0.029543
0.3839,0.0077135,0.49362,0.032111,0.00080592,0.029977
0.38394,0.0077143,0.49365,0.032466,0.00077971,0.030405
0.38397,0.007715,0.49368,0.032816,0.00075342,0.030828
0.384,0.0077158,0.49372,0.033161,0.00072705,0.031246
0.38404,0.0077165,0.49375,0.0335,0.00070062,0.031659
0.38407,0.0077172,0.49378,0.033834,0.00067413,0.032067
0.3841,0.0077178,0.49381,0.034162,0.00064757,0.032469
0.38414,0.0077185,0.49384,0.034485,0.00062095,0.032866
0.38417,0.0077191,0.49388,0.034802,0.00059428,0.033258
0.38421,0.0077197,0.49391,0.035114,0.00056756,0.033644
0.38424,0.0077202,0.49394,0.03542,0.0005408,0.034024
0.38428,0.0077207,0.49398,0.03572,0.00051399,0.034399
0.38431,0.0077212,0.49401,0.036015,0.00048715,0.034768
0.38435,0.0077217,0.49405,0.036304,0.00046027,0.035132
0.38439,0.0077222,0.49408,0.036587,0.00043336,0.03549
0.38442,0.0077226,0.49412,0.036864,0.00040643,0.035842
0.38446,0.007723,0.49416,0.037136,0.00037948,0.036189
0.3845,0.0077233,0.49419,0.037401,0.00035251,0.036529
0.38454,0.0077237,0.49423,0.037661,0.00032552,0.036864
0.38457,0.007724,0.49427,0.037915,0.00029853,0.037193
0.38461,0.0077243,0.4943,0.038163,0.00027153,0.037516
0.38465,0.0077245,0.49434,0.038405,0.00024453,0.037832
0.38469,0.0077248,0.49438,0.03864,0.00021753,0.038143
0.38473,0.007725,0.49442,0.03887,0.00019054,0.038448
0.38477,0.0077252,0.49446,0.039094,0.00016356,0.038747
0.38481,0.0077253,0.49449,0.039312,0.00013659,0.039039
0.38484,0.0077254,0.49453,0.039523,0.00010964,0.039325
0.38488,0.0077255,0.49457,0.039729,8.2719e-05,0.039605
0.38492,0.0077256,0.49461,0.039928,5.5819e-05,0.039879
0.38496,0.0077256,0.49465,0.040121,2.895e-05,0.040147
0.385,0.0077256,0.49469,0.040308,2.1156e-06,0.040408
0.38504,0.0077256,0.49473,0.040488,-2.4681e-05,0.040663
0.38509,0.0077256,0.49477,0.040663,-5.1436e-05,0.040911
0.38513,0.0077255,0.49482,0.040831,-7.8145e-05,0.041154
0.38517,0.0077254,0.49486,0.040993,-0.0001048,0.041389
0.38521,0.0077253,0.4949,0.041148,-0.00013141,0.041619
0.38525,0.0077252,0.49494,0.041298,-0.00015796,0.041841
0.38529,0.007725,0.49498,0.041441,-0.00018444,0.042058
0.38533,0.0077248,0.49502,0.041577,-0.00021087,0.042267
0.38537,0.0077246,0.49507,0.041708,-0.00023722,0.042471
0.38542,0.0077243,0.49511,0.041832,-0.0002635,0.042667
0.38546,0.0077241,0.49515,0.04195,-0.0002897,0.042858
0.3855,0.0077238,0.49519,0.042061,-0.00031582,0.043041
0.38554,0.0077234,0.49524,0.042166,-0.00034186,0.043218
0.38558,0.0077231,0.49528,0.042264,-0.00036781,0.043388
0.38563,0.0077227,0.49532,0.042357,-0.00039367,0.043552
0.38567,0.0077223,0.49537,0.042442,-0.00041944,0.043709
0.38571,0.0077219,0.49541,0.042522,-0.00044511,0.043859
0.38575,0.0077214,0.49546,0.042595,-0.00047067,0.044003
0.3858,0.0077209,0.4955,0.042661,-0.00049613,0.04414
0.38584,0.0077204,0.49554,0.042722,-0.00052147,0.04427
0.38588,0.0077199,0.49559,0.042776,-0.00054671,0.044393
0.38592,0.0077193,0.49563,0.042823,-0.00057183,0.04451
0.38597,0.0077187,0.49568,0.042864,-0.00059682,0.04462
0.38601,0.0077181,0.49572,0.042899,-0.0006217,0.044723
0.38605,0.0077175,0.49577,0.042927,-0.00064644,0.04482
0.3861,0.0077168,0.49581,0.042949,-0.00067106,0.04491
0.38614,0.0077161,0.49586,0.042965,-0.00069554,0.044993
0.38618,0.0077154,0.4959,0.042974,-0.00071988,0.045069
0.38622,0.0077147,0.49595,0.042977,-0.00074409,0.045139
0.38627,0.0077139,0.49599,0.042973,-0.00076814,0.045201
0.38631,0.0077132,0.49604,0.042963,-0.00079205,0.045257
0.38635,0.0077124,0.49608,0.042947,-0.00081581,0.045306
0.3864,0.0077115,0.49613,0.042925,-0.00083942,0.045349
0.38644,0.0077107,0.49617,0.042896,-0.00086286,0.045385
0.38648,0.0077098,0.49622,0.042861,-0.00088615,0.045414
0.38653,0.0077089,0.49626,0.04282,-0.00090927,0.045436
0.38657,0.007708,0.49631,0.042772,-0.00093223,0.045451
0.38661,0.007707,0.49635,0.042718,-0.00095501,0.04546
0.38665,0.0077061,0.4964,0.042658,-0.00097762,0.045462
0.3867,0.0077051,0.49645,0.042592,-0.0010001,0.045457
0.38674,0.0077041,0.49649,0.042519,-0.0010223,0.045446
0.38678,0.007703,0.49654,0.042441,-0.0010444,0.045428
0.38682,0.007702,0.49658,0.042356,-0.0010663,0.045403
0.38687,0.0077009,0.49663,0.042265,-0.001088,0.045372
0.38691,0.0076998,0.49667,0.042168,-0.0011095,0.045334
0.38695,0.0076987,0.49672,0.042065,-0.0011308,0.045289
0.38699,0.0076976,0.49676,0.041956,-0.0011519,0.045238
0.38703,0.0076964,0.49681,0.041841,-0.0011728,0.04518
0.38708,0.0076952,0.49685,0.041719,-0.0011935,0.045115
0.38712,0.007694,0.4969,0.041592,-0.001214,0.045044
0.38716,0.0076928,0.49694,0.041459,-0.0012343,0.044967
0.3872,0.0076915,0.49699,0.04132,-0.0012544,0.044882
0.38724,0.0076903,0.49703,0.041175,-0.0012743,0.044792
0.38728,0.007689,0.49708,0.041024,-0.0012939,0.044695
0.38732,0.0076877,0.49712,0.040867,-0.0013134,0.044591
0.38736,0.0076864,0.49717,0.040705,-0.0013326,0.044481
0.38741,0.007685,0.49721,0.040537,-0.0013516,0.044365
0.38745,0.0076837,0.49726,0.040363,-0.0013703,0.044242
0.38749,0.0076823,0.4973,0.040183,-0.0013889,0.044113
0.38753,0.0076809,0.49734,0.039998,-0.0014072,0.043977
0.38757,0.0076795,0.49739,0.039807,-0.0014252,0.043835
0.38761,0.007678,0.49743,0.03961,-0.0014431,0.043687
0.38765,0.0076766,0.49748,0.039408,-0.0014607,0.043533
0.38768,0.0076751,0.49752,0.0392,-0.001478,0.043373
0.38772,0.0076736,0.49756,0.038987,-0.0014951,0.043206
0.38776,0.0076721,0.49761,0.038768,-0.001512,0.043033
0.3878,0.0076706,0.49765,0.038544,-0.0015286,0.042854
0.38784,0.0076691,0.49769,0.038315,-0.001545,0.042669
0.38788,0.0076675,0.49773,0.03808,-0.0015611,0.042478
0.38792,0.0076659,0.49778,0.03784,-0.001577,0.042281
0.38795,0.0076644,0.49782,0.037595,-0.0015926,0.042078
0.38799,0.0076628,0.49786,0.037344,-0.0016079,0.04187
0.38803,0.0076611,0.4979,0.037089,-0.001623,0.041655
0.38806,0.0076595,0.49794,0.036828,-0.0016378,0.041434
0.3881,0.0076579,0.49798,0.036562,-0.0016524,0.041208
0.38814,0.0076562,0.49803,0.036291,-0.0016667,0.040976
0.38817,0.0076545,0.49807,0.036015,-0.0016807,0.040738
0.38821,0.0076528,0.49811,0.035735,-0.0016945,0.040494
0.38825,0.0076511,0.49815,0.035449,-0.001708,0.040245
0.38828,0.0076494,0.49819,0.035159,-0.0017212,0.03999
0.38832,0.0076477,0.49823,0.034864,-0.0017342,0.03973
0.38835,0.007646,0.49827,0.034564,-0.0017469,0.039464
0.38839,0.0076442,0.49831,0.034259,-0.0017593,0.039193
0.38842,0.0076424,0.49835,0.03395,-0.0017714,0.038917
0.38845,0.0076407,0.49838,0.033636,-0.0017833,0.038635
0.38849,0.0076389,0.49842,0.033318,-0.0017948,0.038347
0.38852,0.0076371,0.49846,0.032995,-0.0018061,0.038055
0.38855,0.0076353,0.4985,0.032668,-0.0018171,0.037757
0.38859,0.0076334,0.49854,0.032337,-0.0018278,0.037454
0.38862,0.0076316,0.49857,0.032001,-0.0018383,0.037146
0.38865,0.0076298,0.49861,0.031661,-0.0018484,0.036833
0.38868,0.0076279,0.49865,0.031317,-0.0018583,0.036515
0.38871,0.007626,0.49868,0.030968,-0.0018678,0.036193
0.38874,0.0076242,0.49872,0.030616,-0.0018771,0.035865
0.38877,0.0076223,0.49876,0.03026,-0.0018861,0.035532
0.3888,0.0076204,0.49879,0.029899,-0.0018948,0.035195
0.38883,0.0076185,0.49883,0.029535,-0.0019032,0.034853
0.38886,0.0076166,0.49886,0.029167,-0.0019113,0.034506
0.38889,0.0076147,0.4989,0.028795,-0.0019192,0.034155
0.38892,0.0076128,0.49893,0.028419,-0.0019267,0.033799
0.38895,0.0076108,0.49896,0.02804,-0.0019339,0.033439
0.38898,0.0076089,0.499,0.027657,-0.0019409,0.033074
0.389,0.0076069,0.49903,0.027271,-0.0019475,0.032705
0.38903,0.007605,0.49906,0.026881,-0.0019539,0.032331
0.38906,0.007603,0.49909,0.026488,-0.0019599,0.031954
0.38908,0.0076011,0.49913,0.026091,-0.0019657,0.031572
0.38911,0.0075991,0.49916,0.025691,-0.0019711,0.031186
0.38913,0.0075971,0.49919,0.025288,-0.0019763,0.030796
0.38916,0.0075952,0.49922,0.024882,-0.0019811,0.030402
0.38918,0.0075932,0.49925,0.024472,-0.0019857,0.030004
0.38921,0.0075912,0.49928,0.02406,-0.0019899,0.029602
0.38923,0.0075892,0.49931,0.023645,-0.0019939,0.029197
0.38926,0.0075872,0.49934,0.023226,-0.0019975,0.028787
0.38928,0.0075852,0.49937,0.022805,-0.0020009,0.028374
0.3893,0.0075832,0.49939,0.022382,-0.0020039,0.027958
0.38932,0.0075812,0.49942,0.021955,-0.0020067,0.027538
0.38935,0.0075792,0.49945,0.021526,-0.0020091,0.027114
0.38937,0.0075772,0.49948,0.021094,-0.0020113,0.026687
0.38939,0.0075752,0.4995,0.02066,-0.0020131,0.026257
0.38941,0.0075731,0.49953,0.020223,-0.0020147,0.025824
0.38943,0.0075711,0.49955,0.019784,-0.002016,0.025387
0.38945,0.0075691,0.49958,0.019343,-0.0020169,0.024947
0.38947,0.0075671,0.4996,0.018899,-0.0020176,0.024504
0.38949,0.0075651,0.49963,0.018454,-0.0020179,0.024058
0.3895,0.0075631,0.49965,0.018006,-0.002018,0.02361
0.38952,0.007561,0.49967,0.017556,-0.0020178,0.023158
0.38954,0.007559,0.4997,0.017105,-0.0020172,0.022704
0.38956,0.007557,0.49972,0.016651,-0.0020164,0.022246
0.38957,0.007555,0.49974,0.016196,-0.0020153,0.021787
0.38959,0.007553,0.49976,0.015738,-0.0020138,0.021325
0.3896,0.007551,0.49978,0.01528,-0.0020121,0.02086
0.38962,0.007549,0.49981,0.014819,-0.0020101,0.020393
0.38963,0.0075469,0.49983,0.014357,-0.0020078,0.019923
0.38965,0.0075449,0.49985,0.013894,-0.0020052,0.019451
0.38966,0.0075429,0.49986,0.013429,-0.0020023,0.018977
0.38967,0.0075409,0.49988,0.012963,-0.0019991,0.018501
0.38969,0.0075389,0.4999,0.012496,-0.0019956,0.018023
0.3897,0.0075369,0.49992,0.012027,-0.0019919,0.017543
0.38971,0.007535,0.49994,0.011557,-0.0019878,0.017061
0.38972,0.007533,0.49995,0.011087,-0.0019835,0.016577
0.38973,0.007531,0.49997,0.010615,-0.0019788,0.016092
0.38974,0.007529,0.49999,0.010143,-0.0019739,0.015604
0.38975,0.007527,0.5,0.0096694,-0.0019687,0.015115
0.38976,0.0075251,0.50002,0.0091953,-0.0019633,0.014625
0.38977,0.0075231,0.50003,0.0087205,-0.0019575,0.014133
0.38978,0.0075212,0.50004,0.0082452,-0.0019515,0.01364
0.38979,0.0075192,0.50006,0.0077693,-0.0019451,0.013145
0.3898,0.0075173,0.50007,0.0072929,-0.0019385,0.012649
0.3898,0.0075153,0.50008,0.0068162,-0.0019317,0.012153
0.38981,0.0075134,0.50009,0.0063391,-0.0019245,0.011654
0.38982,0.0075115,0.50011,0.0058617,-0.0019171,0.011155
0.38982,0.0075096,0.50012,0.0053842,-0.0019094,0.010655
0.38983,0.0075077,0.50013,0.0049066,-0.0019014,0.010155
0.38983,0.0075058,0.50014,0.0044289,-0.0018932,0.0096531
0.38984,0.0075039,0.50015,0.0039513,-0.0018847,0.0091507
0.38984,0.007502,0.50016,0.0034737,-0.0018759,0.0086478
0.38984,0.0075001,0.50016,0.0029964,-0.0018669,0.0081443
0.38984,0.0074983,0.50017,0.0025192,-0.0018576,0.0076403
0.38985,0.0074964,0.50018,0.0020424,-0.001848,0.0071359
0.38985,0.0074946,0.50019,0.001566,-0.0018382,0.0066312
0.38985,0.0074927,0.50019,0.00109,-0.0018281,0.0061262
0.38985,0.0074909,0.5002,0.00061455,-0.0018178,0.0056211
0.38985,0.0074891,0.5002,0.00013968,-0.0018072,0.0051158
0.38985,0.0074873,0.50021,-0.00033453,-0.0017964,0.0046105
0.38985,0.0074855,0.50021,-0.00080802,-0.0017853,0.0041053
0.38985,0.0074837,0.50022,-0.0012807,-0.0017739,0.0036001
0.38985,0.007482,0.50022,-0.0017525,-0.0017624,0.0030952
0.38985,0.0074802,0.50022,-0.0022234,-0.0017505,0.0025905
0.38984,0.0074785,0.50023,-0.0026933,-0.0017385,0.0020862
0.38984,0.0074767,0.50023,-0.0031621,-0.0017262,0.0015823
0.38984,0.007475,0.50023,-0.0036298,-0.0017136,0.0010788
0.38983,0.0074733,0.50023,-0.0040963,-0.0017009,0.00057595
0.38983,0.0074716,0.50023,-0.0045615,-0.0016879,7.3707e-05
0.38982,0.0074699,0.50023,-0.0050253,-0.0016746,-0.00042782
0.38982,0.0074683,0.50023,-0.0054878,-0.0016612,-0.00092857
0.38981,0.0074666,0.50023,-0.0059488,-0.0016475,-0.0014285
0.38981,0.007465,0.50023,-0.0064082,-0.0016335,-0.0019274
0.3898,0.0074633,0.50022,-0.0068661,-0.0016194,-0.0024254
0.38979,0.0074617,0.50022,-0.0073222,-0.0016051,-0.0029223
0.38979,0.0074601,0.50022,-0.0077767,-0.0015905,-0.0034181
0.38978,0.0074585,0.50021,-0.0082293,-0.0015757,-0.0039126
0.38977,0.007457,0.50021,-0.0086801,-0.0015607,-0.0044059
0.38976,0.0074554,0.50021,-0.009129,-0.0015455,-0.0048978
0.38975,0.0074539,0.5002,-0.0095758,-0.0015301,-0.0053882
0.38974,0.0074524,0.50019,-0.010021,-0.0015145,-0.0058772
0.38973,0.0074509,0.50019,-0.010463,-0.0014987,-0.0063646
0.38972,0.0074494,0.50018,-0.010904,-0.0014826,-0.0068504
0.38971,0.0074479,0.50018,-0.011342,-0.0014664,-0.0073345
0.3897,0.0074464,0.50017,-0.011778,-0.00145,-0.0078167
0.38969,0.007445,0.50016,-0.012212,-0.0014334,-0.0082972
0.38967,0.0074436,0.50015,-0.012643,-0.0014166,-0.0087757
0.38966,0.0074422,0.50014,-0.013072,-0.0013997,-0.0092523
0.38965,0.0074408,0.50013,-0.013498,-0.0013825,-0.0097268
0.38963,0.0074394,0.50012,-0.013921,-0.0013652,-0.010199
0.38962,0.007438,0.50011,-0.014342,-0.0013477,-0.010669
0.38961,0.0074367,0.5001,-0.01476,-0.00133,-0.011137
0.38959,0.0074354,0.50009,-0.015176,-0.0013122,-0.011603
0.38957,0.0074341,0.50008,-0.015588,-0.0012941,-0.012066
0.38956,0.0074328,0.50007,-0.015998,-0.001276,-0.012527
0.38954,0.0074315,0.50005,-0.016405,-0.0012576,-0.012985
0.38953,0.0074303,0.50004,-0.016809,-0.0012391,-0.013441
0.38951,0.007429,0.50003,-0.017209,-0.0012204,-0.013894
0.38949,0.0074278,0.50001,-0.017607,-0.0012016,-0.014345
0.38947,0.0074266,0.5,-0.018001,-0.0011827,-0.014792
0.38946,0.0074255,0.49998,-0.018392,-0.0011636,-0.015237
0.38944,0.0074243,0.49997,-0.01878,-0.0011443,-0.015679
0.38942,0.0074232,0.49995,-0.019165,-0.0011249,-0.016118
0.3894,0.0074221,0.49993,-0.019546,-0.0011054,-0.016554
0.38938,0.007421,0.49992,-0.019924,-0.0010857,-0.016987
0.38936,0.0074199,0.4999,-0.020298,-0.0010659,-0.017417
0.38934,0.0074188,0.49988,-0.020669,-0.0010459,-0.017843
0.38932,0.0074178,0.49986,-0.021036,-0.0010259,-0.018267
0.3893,0.0074168,0.49985,-0.0214,-0.0010057,-0.018687
0.38927,0.0074158,0.49983,-0.021759,-0.00098541,-0.019104
0.38925,0.0074148,0.49981,-0.022116,-0.00096499,-0.019517
0.38923,0.0074139,0.49979,-0.022468,-0.00094446,-0.019927
0.38921,0.0074129,0.49977,-0.022816,-0.00092382,-0.020333
0.38918,0.007412,0.49975,-0.023161,-0.00090307,-0.020736
0.38916,0.0074111,0.49973,-0.023502,-0.00088222,-0.021135
0.38914,0.0074102,0.49971,-0.023839,-0.00086127,-0.02153
0.38911,0.0074094,0.49968,-0.024171,-0.00084022,-0.021922
0.38909,0.0074086,0.49966,-0.0245,-0.00081908,-0.02231
0.38906,0.0074078,0.49964,-0.024825,-0.00079784,-0.022694
0.38904,0.007407,0.49962,-0.025145,-0.00077652,-0.023074
0.38901,0.0074062,0.49959,-0.025462,-0.00075512,-0.02345
0.38899,0.0074055,0.49957,-0.025774,-0.00073363,-0.023822
0.38896,0.0074047,0.49955,-0.026082,-0.00071207,-0.02419
0.38894,0.007404,0.49952,-0.026386,-0.00069043,-0.024554
0.38891,0.0074034,0.4995,-0.026685,-0.00066872,-0.024914
0.38888,0.0074027,0.49947,-0.02698,-0.00064695,-0.02527
0.38886,0.0074021,0.49945,-0.02727,-0.00062511,-0.025621
0.38883,0.0074014,0.49942,-0.027556,-0.00060321,-0.025968
0.3888,0.0074009,0.49939,-0.027838,-0.00058125,-0.026311
0.38877,0.0074003,0.49937,-0.028115,-0.00055924,-0.026649
0.38874,0.0073997,0.49934,-0.028388,-0.00053717,-0.026983
0.38872,0.0073992,0.49931,-0.028656,-0.00051506,-0.027313
0.38869,0.0073987,0.49929,-0.028919,-0.00049291,-0.027638
0.38866,0.0073982,0.49926,-0.029178,-0.00047071,-0.027958
0.38863,0.0073978,0.49923,-0.029432,-0.00044847,-0.028274
0.3886,0.0073973,0.4992,-0.029681,-0.00042621,-0.028586
0.38857,0.0073969,0.49917,-0.029926,-0.00040391,-0.028892
0.38854,0.0073965,0.49914,-0.030166,-0.00038158,-0.029194
0.38851,0.0073961,0.49911,-0.030401,-0.00035923,-0.029492
0.38848,0.0073958,0.49908,-0.030631,-0.00033685,-0.029784
0.38845,0.0073955,0.49905,-0.030856,-0.00031446,-0.030072
0.38842,0.0073952,0.49902,-0.031077,-0.00029206,-0.030354
0.38839,0.0073949,0.49899,-0.031292,-0.00026964,-0.030632
0.38835,0.0073946,0.49896,-0.031503,-0.00024722,-0.030905
0.38832,0.0073944,0.49893,-0.031709,-0.00022479,-0.031173
0.38829,0.0073942,0.4989,-0.031909,-0.00020236,-0.031436
0.38826,0.007394,0.49887,-0.032105,-0.00017993,-0.031694
0.38823,0.0073938,0.49884,-0.032296,-0.00015751,-0.031947
0.38819,0.0073937,0.49881,-0.032481,-0.0001351,-0.032195
0.38816,0.0073936,0.49877,-0.032662,-0.0001127,-0.032438
0.38813,0.0073935,0.49874,-0.032838,-9.0313e-05,-0.032675
0.3881,0.0073934,0.49871,-0.033008,-6.7947e-05,-0.032908
0.38806,0.0073933,0.49867,-0.033173,-4.5602e-05,-0.033135
0.38803,0.0073933,0.49864,-0.033334,-2.3283e-05,-0.033357
0.388,0.0073933,0.49861,-0.033489,-9.9285e-07,-0.033574
0.38796,0.0073933,0.49857,-0.033639,2.1266e-05,-0.033786
0.38793,0.0073933,0.49854,-0.033783,4.349e-05,-0.033992
0.3879,0.0073934,0.49851,-0.033923,6.5675e-05,-0.034193
0.38786,0.0073934,0.49847,-0.034057,8.7819e-05,-0.034388
0.38783,0.0073935,0.49844,-0.034186,0.00010992,-0.034579
0.38779,0.0073937,0.4984,-0.03431,0.00013197,-0.034764
0.38776,0.0073938,0.49837,-0.034429,0.00015397,-0.034943
0.38772,0.007394,0.49833,-0.034542,0.00017592,-0.035117
0.38769,0.0073942,0.4983,-0.03465,0.00019781,-0.035286
0.38766,0.0073944,0.49826,-0.034753,0.00021963,-0.035449
0.38762,0.0073946,0.49823,-0.034851,0.0002414,-0.035607
0.38759,0.0073948,0.49819,-0.034943,0.0002631,-0.035759
0.38755,0.0073951,0.49816,-0.03503,0.00028473,-0.035906
0.38752,0.0073954,0.49812,-0.035112,0.00030628,-0.036047
0.38748,0.0073957,0.49808,-0.035188,0.00032776,-0.036183
0.38745,0.0073961,0.49805,-0.035259,0.00034916,-0.036313
0.38741,0.0073964,0.49801,-0.035325,0.00037048,-0.036438
0.38737,0.0073968,0.49797,-0.035385,0.00039171,-0.036557
0.38734,0.0073972,0.49794,-0.03544,0.00041285,-0.03667
0.3873,0.0073976,0.4979,-0.03549,0.00043391,-0.036778
0.38727,0.0073981,0.49786,-0.035535,0.00045487,-0.036881
0.38723,0.0073985,0.49783,-0.035574,0.00047573,-0.036978
0.3872,0.007399,0.49779,-0.035608,0.00049649,-0.037069
0.38716,0.0073995,0.49775,-0.035637,0.00051715,-0.037154
0.38713,0.0074001,0.49772,-0.03566,0.0005377,-0.037234
0.38709,0.0074006,0.49768,-0.035678,0.00055815,-0.037309
0.38705,0.0074012,0.49764,-0.035691,0.00057848,-0.037378
0.38702,0.0074018,0.4976,-0.035698,0.0005987,-0.037441
0.38698,0.0074024,0.49757,-0.035701,0.0006188,-0.037498
0.38695,0.007403,0.49753,-0.035697,0.00063878,-0.03755
0.38691,0.0074037,0.49749,-0.035689,0.00065864,-0.037597
0.38688,0.0074043,0.49745,-0.035676,0.00067837,-0.037637
0.38684,0.007405,0.49742,-0.035657,0.00069797,-0.037672
0.3868,0.0074057,0.49738,-0.035633,0.00071744,-0.037702
0.38677,0.0074065,0.49734,-0.035603,0.00073678,-0.037726
0.38673,0.0074072,0.4973,-0.035569,0.00075599,-0.037744
0.3867,0.007408,0.49727,-0.035529,0.00077505,-0.037757
0.38666,0.0074087,0.49723,-0.035484,0.00079397,-0.037764
0.38663,0.0074096,0.49719,-0.035434,0.00081275,-0.037765
0.38659,0.0074104,0.49715,-0.035379,0.00083138,-0.037761
0.38656,0.0074112,0.49711,-0.035319,0.00084986,-0.037751
0.38652,0.0074121,0.49708,-0.035253,0.00086819,-0.037736
0.38649,0.007413,0.49704,-0.035182,0.00088637,-0.037715
0.38645,0.0074138,0.497,-0.035107,0.00090438,-0.037689
0.38642,0.0074148,0.49696,-0.035026,0.00092224,-0.037657
0.38638,0.0074157,0.49693,-0.03494,0.00093994,-0.03762
0.38635,0.0074166,0.49689,-0.034849,0.00095747,-0.037577
0.38631,0.0074176,0.49685,-0.034753,0.00097484,-0.037529
0.38628,0.0074186,0.49681,-0.034653,0.00099204,-0.037475
0.38624,0.0074196,0.49678,-0.034547,0.0010091,-0.037416
0.38621,0.0074206,0.49674,-0.034436,0.0010259,-0.037351
0.38617,0.0074216,0.4967,-0.03432,0.0010426,-0.037281
0.38614,0.0074227,0.49666,-0.0342,0.0010591,-0.037206
0.3861,0.0074238,0.49663,-0.034074,0.0010754,-0.037125
0.38607,0.0074248,0.49659,-0.033944,0.0010916,-0.037039
0.38604,0.0074259,0.49655,-0.033809,0.0011075,-0.036947
0.386,0.0074271,0.49652,-0.033669,0.0011233,-0.03685
0.38597,0.0074282,0.49648,-0.033524,0.0011389,-0.036748
0.38594,0.0074293,0.49644,-0.033375,0.0011543,-0.03664
0.3859,0.0074305,0.49641,-0.03322,0.0011694,-0.036528
0.38587,0.0074317,0.49637,-0.033062,0.0011845,-0.03641
0.38584,0.0074329,0.49633,-0.032898,0.0011993,-0.036287
0.3858,0.0074341,0.4963,-0.03273,0.0012139,-0.036158
0.38577,0.0074353,0.49626,-0.032557,0.0012283,-0.036025
0.38574,0.0074365,0.49622,-0.03238,0.0012425,-0.035886
0.38571,0.0074378,0.49619,-0.032198,0.0012565,-0.035742
0.38567,0.007439,0.49615,-0.032012,0.0012703,-0.035594
0.38564,0.0074403,0.49612,-0.031821,0.0012839,-0.03544
0.38561,0.0074416,0.49608,-0.031626,0.0012973,-0.035281
0.38558,0.0074429,0.49605,-0.031427,0.0013104,-0.035117
0.38555,0.0074442,0.49601,-0.031223,0.0013234,-0.034948
0.38552,0.0074456,0.49598,-0.031014,0.0013361,-0.034775
0.38549,0.0074469,0.49594,-0.030802,0.0013487,-0.034596
0.38545,0.0074483,0.49591,-0.030585,0.001361,-0.034413
0.38542,0.0074496,0.49587,-0.030364,0.0013731,-0.034225
0.38539,0.007451,0.49584,-0.030139,0.0013849,-0.034032
0.38536,0.0074524,0.49581,-0.02991,0.0013966,-0.033834
0.38533,0.0074538,0.49577,-0.029677,0.001408,-0.033631
0.3853,0.0074552,0.49574,-0.029439,0.0014192,-0.033424
0.38527,0.0074566,0.4957,-0.029198,0.0014302,-0.033213
0.38525,0.0074581,0.49567,-0.028953,0.001441,-0.032996
0.38522,0.0074595,0.49564,-0.028703,0.0014515,-0.032775
0.38519,0.007461,0.49561,-0.02845,0.0014618,-0.03255
0.38516,0.0074624,0.49557,-0.028193,0.0014718,-0.03232
0.38513,0.0074639,0.49554,-0.027932,0.0014817,-0.032086
