0,0,0
0.10175,0.00491,0.004829
0.10172,0.005374,0.005934
0.10167,0.00577,0.007136
0.10163,0.006088,0.008419
0.10161,0.006325,0.009767
0.10164,0.006478,0.011163
0.10173,0.006552,0.012591
0.10191,0.006554,0.014034
0.10219,0.006495,0.015478
0.10258,0.006388,0.016913
0.10311,0.006251,0.018329
0.10376,0.0061,0.019721
0.10455,0.005952,0.021089
0.10547,0.005825,0.022435
0.10651,0.005734,0.023765
0.10766,0.005693,0.025087
0.10892,0.005711,0.026413
0.11025,0.005796,0.027756
0.11165,0.005952,0.029131
0.11309,0.006177,0.030552
0.11455,0.006467,0.032033
0.11602,0.006816,0.033589
0.11749,0.007212,0.035231
0.11893,0.007642,0.036967
0.12035,0.008093,0.038804
0.12174,0.008548,0.040744
0.1231,0.008993,0.042789
0.12442,0.009413,0.044934
0.12573,0.009794,0.047174
0.12702,0.010126,0.049499
0.12832,0.010399,0.051899
0.12963,0.01061,0.054361
0.13098,0.010756,0.056872
0.13237,0.010838,0.059418
0.13382,0.01086,0.061987
0.13535,0.010831,0.064568
0.13697,0.010759,0.067149
0.13869,0.010657,0.069724
0.14051,0.010537,0.072287
0.14244,0.010414,0.074836
0.14447,0.0103,0.077371
0.14661,0.010208,0.079895
0.14883,0.010149,0.082414
0.15114,0.010133,0.084936
0.15352,0.010165,0.08747
0.15596,0.010249,0.090027
0.15843,0.010387,0.092617
0.16093,0.010576,0.095253
0.16345,0.010812,0.097944
0.16596,0.011088,0.1007
0.16847,0.011394,0.10353
0.17096,0.01172,0.10644
0.17342,0.012054,0.10942
0.17586,0.012384,0.11249
0.17827,0.012698,0.11564
0.18067,0.012987,0.11887
0.18305,0.013239,0.12217
0.18543,0.013449,0.12552
0.18781,0.013611,0.12894
0.19021,0.013722,0.13239
0.19264,0.013783,0.13588
0.19512,0.013795,0.13938
0.19764,0.013763,0.1429
0.20023,0.013695,0.14643
0.20289,0.013599,0.14995
0.20562,0.013483,0.15346
0.20844,0.01336,0.15696
0.21133,0.013239,0.16044
0.2143,0.013129,0.16392
0.21734,0.013041,0.16739
0.22044,0.012982,0.17085
0.2236,0.012958,0.17432
0.2268,0.012973,0.1778
0.23003,0.013028,0.1813
0.23329,0.013124,0.18482
0.23655,0.013256,0.18839
0.23982,0.013421,0.19199
0.24307,0.013612,0.19565
0.24631,0.013821,0.19936
0.24953,0.01404,0.20314
0.25272,0.014259,0.20696
0.25589,0.014469,0.21085
0.25903,0.014662,0.21479
0.26216,0.01483,0.21879
0.26527,0.014967,0.22283
0.26838,0.015067,0.22691
0.27149,0.015129,0.23102
0.27461,0.01515,0.23515
0.27775,0.015133,0.2393
0.28093,0.015079,0.24345
0.28414,0.014994,0.2476
0.2874,0.014884,0.25175
0.2907,0.014755,0.25588
0.29406,0.014616,0.26
0.29747,0.014475,0.26411
0.30093,0.014339,0.26819
0.30445,0.014216,0.27226
0.308,0.014112,0.27632
0.31159,0.014034,0.28037
0.31521,0.013983,0.28442
0.31885,0.013963,0.28848
0.3225,0.013974,0.29254
0.32615,0.014014,0.29663
0.3298,0.01408,0.30073
0.33343,0.014169,0.30486
0.33704,0.014273,0.30903
0.34063,0.014388,0.31323
0.34419,0.014506,0.31746
0.34772,0.014619,0.32173
0.35122,0.014722,0.32604
0.35469,0.014807,0.33037
0.35814,0.01487,0.33474
0.36157,0.014906,0.33912
0.36499,0.014912,0.34353
0.36841,0.014888,0.34794
0.37183,0.014832,0.35235
0.37526,0.014747,0.35676
0.3787,0.014635,0.36117
0.38216,0.014502,0.36555
0.38565,0.014352,0.36992
0.38917,0.014191,0.37427
0.39271,0.014025,0.37859
0.39629,0.01386,0.38289
0.39989,0.013703,0.38716
0.40351,0.013558,0.39142
0.40715,0.013431,0.39565
0.4108,0.013324,0.39987
0.41446,0.013239,0.40407
0.41812,0.013179,0.40827
0.42177,0.013141,0.41247
0.4254,0.013125,0.41667
0.42902,0.013127,0.42087
0.4326,0.013144,0.42509
0.43616,0.01317,0.42932
0.43967,0.013201,0.43356
0.44316,0.01323,0.43782
0.44661,0.013254,0.44209
0.45002,0.013266,0.44638
0.4534,0.013262,0.45067
0.45675,0.013239,0.45496
0.46007,0.013194,0.45926
0.46338,0.013124,0.46355
0.46667,0.013031,0.46784
0.46995,0.012914,0.47211
0.47322,0.012776,0.47635
0.4765,0.01262,0.48058
0.47978,0.012448,0.48478
0.48307,0.012266,0.48894
0.48636,0.012078,0.49307
0.48966,0.011889,0.49717
0.49296,0.011704,0.50124
0.49628,0.011527,0.50527
0.49959,0.011361,0.50927
0.5029,0.011211,0.51324
0.5062,0.011077,0.51719
0.50948,0.010962,0.52111
0.51275,0.010865,0.52502
0.51599,0.010785,0.52891
0.51921,0.01072,0.53279
0.52239,0.010668,0.53666
0.52553,0.010625,0.54052
0.52863,0.010588,0.54438
0.53169,0.010551,0.54823
0.5347,0.010512,0.55208
0.53767,0.010466,0.55592
0.5406,0.010409,0.55975
0.54349,0.010338,0.56358
0.54634,0.010252,0.56738
0.54917,0.010147,0.57117
0.55196,0.010024,0.57494
0.55473,0.009883,0.57868
0.55747,0.009725,0.5824
0.5602,0.009552,0.58608
0.56292,0.009366,0.58972
0.56563,0.00917,0.59332
0.56832,0.008969,0.59688
0.57101,0.008766,0.6004
0.57368,0.008564,0.60387
0.57634,0.008367,0.60731
0.579,0.008179,0.6107
0.58163,0.008001,0.61405
0.58424,0.007836,0.61737
0.58683,0.007685,0.62065
0.58939,0.007548,0.62389
0.59192,0.007426,0.62711
0.59441,0.007316,0.63031
0.59686,0.007218,0.63347
0.59927,0.007128,0.63662
0.60163,0.007043,0.63974
0.60394,0.006962,0.64284
0.60621,0.00688,0.64593
0.60843,0.006794,0.64899
0.61059,0.006702,0.65203
0.61272,0.006601,0.65504
0.61479,0.006488,0.65804
0.61683,0.006362,0.66099
0.61883,0.006222,0.66392
0.62079,0.006069,0.66682
0.62272,0.005903,0.66967
0.62462,0.005725,0.67248
0.6265,0.005536,0.67525
0.62835,0.005339,0.67798
0.63017,0.005138,0.68065
0.63197,0.004934,0.68328
0.63376,0.00473,0.68586
0.63552,0.004529,0.68839
0.63725,0.004334,0.69087
0.63896,0.004148,0.6933
0.64064,0.003971,0.69569
0.64229,0.003805,0.69803
0.6439,0.00365,0.70034
0.64548,0.003507,0.7026
0.64701,0.003375,0.70482
0.6485,0.003253,0.70701
0.64995,0.003139,0.70917
0.65134,0.003031,0.71129
0.65269,0.002926,0.71339
0.65398,0.002823,0.71545
0.65522,0.002718,0.71748
0.65641,0.00261,0.71948
0.65756,0.002496,0.72144
0.65865,0.002375,0.72337
0.6597,0.002245,0.72526
0.6607,0.002105,0.72712
0.66166,0.001955,0.72893
0.66259,0.001795,0.7307
0.66347,0.001626,0.73243
0.66433,0.001449,0.73411
0.66515,0.001265,0.73573
0.66594,0.001078,0.73731
0.6667,0.000888,0.73884
0.66743,0.000698,0.74031
0.66813,0.00051,0.74173
0.6688,0.000327,0.7431
0.66944,0.00015,0.74442
0.67004,-2e-05,0.74569
0.67061,-0.000181,0.74691
0.67115,-0.000332,0.74808
0.67164,-0.000474,0.74921
0.67209,-0.000607,0.7503
0.6725,-0.000731,0.75134
0.67286,-0.000847,0.75235
0.67317,-0.000957,0.75332
0.67344,-0.001063,0.75425
0.67365,-0.001167,0.75514
0.67382,-0.00127,0.756
0.67393,-0.001374,0.75682
0.674,-0.001482,0.7576
0.67401,-0.001594,0.75834
0.67398,-0.001711,0.75904
0.67391,-0.001836,0.7597
0.67379,-0.001967,0.76032
0.67363,-0.002105,0.7609
0.67344,-0.00225,0.76143
0.6732,-0.002401,0.76191
0.67294,-0.002557,0.76234
0.67264,-0.002716,0.76272
0.67231,-0.002877,0.76306
0.67194,-0.003037,0.76334
0.67154,-0.003196,0.76357
0.67112,-0.003352,0.76375
0.67066,-0.003503,0.76387
0.67017,-0.003648,0.76396
0.66964,-0.003785,0.76399
0.66908,-0.003915,0.76397
0.66848,-0.004037,0.76391
0.66784,-0.004151,0.76381
0.66716,-0.004257,0.76367
0.66643,-0.004356,0.76348
0.66567,-0.004449,0.76326
0.66486,-0.004538,0.76299
0.664,-0.004623,0.7627
0.6631,-0.004706,0.76236
0.66216,-0.00479,0.76198
0.66117,-0.004874,0.76157
0.66013,-0.00496,0.76112
0.65905,-0.00505,0.76064
0.65794,-0.005145,0.76011
0.65678,-0.005243,0.75954
0.65559,-0.005347,0.75894
0.65436,-0.005455,0.75828
0.65309,-0.005567,0.75759
0.6518,-0.005682,0.75685
0.65047,-0.0058,0.75607
0.64912,-0.005919,0.75524
0.64773,-0.006038,0.75437
0.64632,-0.006155,0.75345
0.64488,-0.00627,0.75248
0.64341,-0.006381,0.75147
0.64191,-0.006487,0.75042
0.64038,-0.006587,0.74932
0.63882,-0.00668,0.74818
0.63723,-0.006766,0.747
0.6356,-0.006846,0.74578
0.63394,-0.006918,0.74452
0.63225,-0.006985,0.74323
0.63052,-0.007046,0.7419
0.62876,-0.007102,0.74054
0.62696,-0.007154,0.73914
0.62512,-0.007204,0.73771
0.62324,-0.007253,0.73625
0.62133,-0.007301,0.73476
0.61938,-0.00735,0.73323
0.6174,-0.0074,0.73167
0.61539,-0.007453,0.73008
0.61334,-0.007508,0.72846
0.61126,-0.007567,0.7268
0.60916,-0.007628,0.7251
0.60703,-0.007692,0.72337
0.60487,-0.007759,0.72161
0.60269,-0.007827,0.71981
